time,x,y,z,roll,pitch,yaw,lin_vel_x,lin_vel_y,lin_vel_z,ang_vel_x,ang_vel_y,ang_vel_z
21.292000,0.000000,0.000000,1.845621,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.734600,-0.000000,0.000000,0.000000
21.293000,0.000000,0.000000,1.843876,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.744400,-0.000000,0.000000,0.000000
21.294000,0.000000,0.000000,1.842122,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.754200,-0.000000,0.000000,0.000000
21.295000,0.000000,0.000000,1.840358,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.764000,-0.000000,0.000000,0.000000
21.296000,0.000000,0.000000,1.838584,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.773800,-0.000000,0.000000,0.000000
21.297000,0.000000,0.000000,1.836801,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.783600,-0.000000,0.000000,0.000000
21.298000,0.000000,0.000000,1.835007,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.793400,-0.000000,0.000000,0.000000
21.299000,0.000000,0.000000,1.833204,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.803200,-0.000000,0.000000,0.000000
21.300000,0.000000,0.000000,1.831391,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.813000,-0.000000,0.000000,0.000000
21.301000,0.000000,0.000000,1.829568,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.822800,-0.000000,0.000000,0.000000
21.302000,0.000000,0.000000,1.827736,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.832600,-0.000000,0.000000,0.000000
21.303000,0.000000,0.000000,1.825893,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.842400,-0.000000,0.000000,0.000000
21.304000,0.000000,0.000000,1.824041,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.852200,-0.000000,0.000000,0.000000
21.305000,0.000000,0.000000,1.822179,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.862000,-0.000000,0.000000,0.000000
21.306000,0.000000,0.000000,1.820307,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.871800,-0.000000,0.000000,0.000000
21.307000,0.000000,0.000000,1.818426,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.881600,-0.000000,0.000000,0.000000
21.308000,0.000000,0.000000,1.816534,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.891400,-0.000000,0.000000,0.000000
21.309000,0.000000,0.000000,1.814633,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.901200,-0.000000,0.000000,0.000000
21.310000,0.000000,0.000000,1.812722,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.911000,-0.000000,0.000000,0.000000
21.311000,0.000000,0.000000,1.810801,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.920800,-0.000000,0.000000,0.000000
21.312000,0.000000,0.000000,1.808871,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.930600,-0.000000,0.000000,0.000000
21.313000,0.000000,0.000000,1.806930,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.940400,-0.000000,0.000000,0.000000
